,doi,TC,RTC,CPR,RCPR,PR,RPR,MSC,RMSC
55,10.1007/s11192-012-0913-4,18,98.5,0.18884486,56,2.75418649,94,23,89
56,10.1002/asi.21534,21,69,0.188618794,57,3.497199878,39,27,57.5
57,10.1126/science.178.4060.471,32,23,0.188551769,58,4.186821269,17,35,31.5
58,10.1126/science.1240474,28,33,0.187310621,59,2.641527764,118,41,19
59,10.1038/30918,15,142.5,0.18717669,60,2.306958162,200,19,138.5
60,10.1016/j.joi.2006.07.001,9,368,0.187054545,61,2.048795519,340,14,241.5
61,10.1016/j.joi.2008.05.002,5,955.5,0.186515555,62,1.975115744,395,9,507.5
62,10.1136/bmj.314.7079.497,30,25.5,0.186414212,63,3.713089427,28,32,37
63,10.1038/504211a,28,33,0.185839161,64,2.776577533,89,38,23.5
64,10.1001/jama.295.1.90,33,20.5,0.185715899,65,4.148444333,20,37,26.5
65,10.1007/s100510050359,26,41,0.185529456,66,3.277044688,51,30,45.5
66,10.1371/journal.pone.0018029,17,111.5,0.185315728,67,2.556726593,137,24,81
67,10.1002/asi.21371,12,230.5,0.185160965,68,2.651618271,115,17,167
68,10.1016/j.joi.2016.10.005,15,142.5,0.18497473,69,2.240592201,223,25,72.5
69,10.1073/pnas.1424329112,18,98.5,0.1849076,70,2.492926093,151,24,81
70,10.1073/pnas.0707962104,18,98.5,0.184853166,71,2.757236587,93,20,122
71,10.1016/j.joi.2014.08.001,20,77.5,0.184512138,72,2.729729136,97,29,48.5
72,10.1016/j.joi.2013.06.005,9,368,0.18423368,73,1.951845463,422,17,167
73,10.1371/journal.pone.0058727,10,310,0.183606341,74,2.217609774,241,16,190
74,10.1016/j.joi.2010.03.002,26,41,0.18347156,75,3.623314339,30,26,64.5
75,10.1023/B:SCIE.0000027792.09362.3f,9,368,0.1833653,76,2.262167431,215,15,215
76,10.1016/j.joi.2012.11.011,16,125.5,0.182852462,77,2.589681034,127,21,108
77,10.1002/asi.22790,14,168.5,0.182644993,78,2.567582037,131,19,138.5
78,10.1016/j.joi.2013.08.002,16,125.5,0.182593152,79,2.657923199,112,24,81
79,10.1016/j.joi.2011.11.006,16,125.5,0.182123423,80,3.259559672,53,17,167
80,10.1007/BF02019306,26,41,0.182100162,81,3.41832878,42,27,57.5
81,10.1016/0306-4573(76)90048-0,26,41,0.18204014,82,3.2445102,54,31,41
82,10.1007/s11192-015-1765-5,18,98.5,0.181936026,83,2.598485634,125,21,108
83,10.3152/147154403781776645,18,98.5,0.181870207,84,2.806816154,84,21,108
84,10.1016/j.joi.2011.01.006,18,98.5,0.181641445,85,2.505204203,147,23,89
85,10.1016/0378-8733(78)90021-7,25,46,0.181579351,86,2.782269889,88,27,57.5
86,10.1016/S0378-4371(02)00736-7,25,46,0.181543157,87,2.967103045,67,31,41
87,10.1016/j.joi.2011.08.004,21,69,0.181255072,88,2.966721018,68,23,89
88,10.1002/asi.22806,23,56,0.181143552,89,2.872170563,76,27,57.5
89,10.1016/0020-0190(89)90102-6,10,310,0.181009576,90,2.212506381,245,12,313
90,10.1002/asi.5090140103,24,50,0.180727884,91,2.853835318,79,29,48.5
91,10.1016/j.joi.2012.11.003,13,199.5,0.180675328,92,2.563613179,135,14,241.5
92,10.1523/JNEUROSCI.0003-08.2008,14,168.5,0.180390164,93,2.611207786,121,17,167
93,10.1177/1536867X1201200209,5,955.5,0.180124253,94,2.132048358,293,8,625
94,10.1126/science.213.4511.950.b,11,268,0.17985101,95,2.216919558,243,15,215
95,10.1016/j.joi.2015.12.007,12,230.5,0.179440215,96,2.111894115,306,17,167
96,10.1007/s11192-005-0218-y,24,50,0.179173455,97,3.600177243,31,25,72.5
97,10.1002/asi.21684,6,723.5,0.179108828,98,2.273280566,211,8,625
98,10.1016/j.joi.2015.01.006,18,98.5,0.178873017,99,2.664422947,109,19,138.5
99,10.1016/j.joi.2012.12.006,7,563,0.178842813,100,1.898915483,489,11,366
100,10.1002/asi.23309,26,41,0.178618938,101,2.855013456,78,30,45.5
101,10.1016/j.joi.2012.02.002,16,125.5,0.178504989,102,3.016389273,64,22,97.5
102,10.1126/science.aaf5239,21,69,0.178448498,103,2.568230636,130,25,72.5
103,10.1002/aris.2011.1440450112,19,86,0.17843768,104,2.661758859,110,22,97.5
104,10.2307/1912557,9,368,0.178428128,105,2.060133414,333,12,313
105,10.1002/asi.23734,16,125.5,0.178373262,106,2.474347915,157,20,122
106,10.1002/asi.20910,12,230.5,0.178155094,107,2.127943923,297,18,152.5
107,10.1016/j.joi.2012.07.008,16,125.5,0.178127468,108,2.729454729,98,20,122
108,10.1002/asi.20967,17,111.5,0.178117216,109,2.672667116,105,23,89
109,10.1002/asi.23209,22,62,0.178054377,110,2.540116696,140,30,45.5
110,10.1371/journal.pone.0006022,17,111.5,0.178045809,111,2.741478756,96,22,97.5
111,10.1007/s11192-021-04053-3,1,8726.5,0.178016976,112,1.535035441,1821,4,1732.5
112,10.1007/s11192-005-0255-6,22,62,0.177960888,113,2.800343467,85,25,72.5
113,10.1023/B:SCIE.0000018543.82441.f1,23,56,0.177799985,114,2.916550236,72,28,51.5
114,10.1016/j.joi.2010.10.009,20,77.5,0.177715853,115,3.050463354,63,22,97.5
115,10.1007/s11192-016-1973-7,12,230.5,0.177440315,116,2.199293384,249,15,215
116,10.1063/1.1996475,21,69,0.177424669,117,2.816645901,83,25,72.5
117,10.1002/asi.22714,3,1999.5,0.17737022,118,1.759136953,743,5,1268.5
118,10.1016/j.joi.2013.02.005,13,199.5,0.177246228,119,2.791062932,87,13,273
119,10.1007/s11192-016-1889-2,24,50,0.177160248,120,2.468814975,159,31,41
120,10.1002/asi.23456,5,955.5,0.177142486,121,1.785389886,689,8,625
121,10.1016/j.joi.2012.05.002,5,955.5,0.177052602,122,1.777798846,705,9,507.5
122,10.1016/j.joi.2013.06.002,1,8726.5,0.176982015,123,2.055612148,335,2,4105.5
123,10.1007/s11192-007-1934-2,8,449,0.176888287,124,2.22240822,236,13,273
124,10.1002/asi.21450,13,199.5,0.17683962,125,2.675762439,103,17,167
125,10.1002/asi.20968,4,1339.5,0.176799938,126,1.731706219,810,8,625
126,10.1016/j.joi.2009.06.002,27,36.5,0.176682085,127,3.305813269,49,28,51.5
127,10.1016/j.joi.2016.12.002,14,168.5,0.176679358,128,2.169190781,262,18,152.5
128,10.1016/0378-8733(89)90017-8,18,98.5,0.176621884,129,2.38236845,176,26,64.5
129,10.1016/j.respol.2017.06.006,14,168.5,0.176584274,130,1.959226135,410,22,97.5
130,10.1103/PhysRevE.80.056103,21,69,0.176456675,131,3.01123467,65,27,57.5
131,10.1007/s11192-009-0146-3,21,69,0.176407337,132,2.670987116,107,26,64.5
132,10.1016/j.jss.2006.01.011,4,1339.5,0.176398486,133,2.043601489,344,8,625
133,10.1002/asi.21609,12,230.5,0.176137328,134,2.471417718,158,16,190
134,10.1007/BF02017249,23,56,0.175986543,135,4.055030494,24,24,81
135,10.1016/j.joi.2013.01.005,3,1999.5,0.175962687,136,2.131712538,294,4,1732.5
136,10.1016/j.joi.2010.06.003,14,168.5,0.175884917,137,2.378336537,178,19,138.5
137,10.1177/030631277500500106,10,310,0.175841197,138,2.518921415,143,10,428
138,10.1016/j.joi.2015.09.005,13,199.5,0.175767735,139,2.340048768,190,16,190
139,10.1016/j.joi.2012.07.001,17,111.5,0.175591215,140,2.896016671,73,19,138.5
140,10.1002/asi.4630240406,29,28.5,0.175548628,141,3.270853242,52,35,31.5
141,10.1023/A:1010512628145,17,111.5,0.175527394,142,2.668470855,108,21,108
142,10.1007/s11192-014-1264-0,17,111.5,0.175395444,143,2.455254493,161,21,108
143,10.1177/016555159502100104,15,142.5,0.175359845,144,2.248171439,219,17,167
144,10.1002/asi.23040,12,230.5,0.175349072,145,2.44192653,162,16,190
145,10.1002/asi.22731,10,310,0.175334245,146,2.366023479,182,10,428
146,10.1016/j.ipm.2007.06.006,16,125.5,0.175267726,147,2.774077061,90,20,122
147,10.1016/j.joi.2014.06.005,14,168.5,0.175160214,148,2.596422863,126,19,138.5
148,10.1177/0003122415601618,15,142.5,0.17514272,149,2.147894485,276,23,89
149,10.1002/asi.22617,7,563,0.17511715,150,2.176747917,255,8,625
150,10.1023/A:1016082432660,16,125.5,0.17506665,151,2.839863121,82,19,138.5
151,10.1098/rsif.2007.0213,13,199.5,0.175015792,152,2.231193157,226,18,152.5
152,10.1007/s11192-010-0182-z,7,563,0.174936473,153,1.95598863,414,12,313
153,10.1016/j.joi.2014.09.006,13,199.5,0.174698159,154,2.173121001,258,16,190
154,10.1371/journal.pone.0127298,14,168.5,0.174635738,155,2.127321035,298,21,108
155,10.1002/asi.21671,14,168.5,0.17442216,156,2.481235334,156,19,138.5
156,10.3152/095820208X280916,9,368,0.174405918,157,2.468485454,160,9,507.5
157,10.1371/journal.pone.0033833,16,125.5,0.174405023,158,2.887304703,74,20,122
158,10.1002/asi.23266,19,86,0.174346387,159,2.482534633,155,23,89
159,10.1038/sj.embor.7401095,7,563,0.17415154,160,1.893537015,498,11,366
160,10.1002/asi.23152,4,1339.5,0.174112067,161,2.114729367,304,6,987.5
161,10.1371/journal.pone.0039464,15,142.5,0.173971236,162,2.517322323,144,15,215
162,10.1016/j.joi.2013.11.005,18,98.5,0.173926204,163,2.558513834,136,20,122
163,10.1007/s11192-012-0680-2,9,368,0.173866287,164,2.157652084,269,13,273
164,10.1016/j.joi.2011.09.005,4,1339.5,0.17381455,165,1.666418652,1023,8,625
165,10.1016/j.joi.2014.09.010,7,563,0.173766613,166,1.907442523,479,12,313
166,10.1002/asi.22898,4,1339.5,0.173757181,167,2.020342582,366,7,786
167,10.5860/crln.68.5.7804,19,86,0.173752964,168,2.887034214,75,21,108
168,10.1002/asi.23538,7,563,0.173741981,169,1.877795709,517,14,241.5
169,10.1007/s11192-011-0571-y,4,1339.5,0.173542142,170,1.69306501,918,8,625
170,10.1007/s11192-012-0898-z,10,310,0.173433006,171,2.031316988,356,13,273
171,10.1016/j.joi.2012.01.007,4,1339.5,0.173391134,172,1.880182698,512,5,1268.5
172,10.1016/j.joi.2012.10.006,7,563,0.173225939,173,2.01332322,372,11,366
173,10.1007/s11192-010-0307-4,7,563,0.173031107,174,2.599207279,124,8,625
174,10.1002/asi.22680,12,230.5,0.173009127,175,2.421403145,166,14,241.5
175,10.1002/j.1538-7305.1948.tb01338.x,9,368,0.173003346,176,1.920978142,458,10,428
176,10.1007/s11192-012-0767-9,7,563,0.172961071,177,2.16506329,264,9,507.5
177,10.1016/j.joi.2015.11.006,4,1339.5,0.17279759,178,1.686554515,942,8,625
178,10.1016/j.joi.2014.04.008,7,563,0.172796562,179,1.809112503,641,11,366
179,10.1007/s11192-013-1145-y,4,1339.5,0.172796264,180,1.977585164,392,6,987.5
180,10.1016/j.joi.2013.02.001,4,1339.5,0.172388509,181,1.807714759,644,6,987.5
181,10.1016/j.joi.2016.01.010,11,268,0.172367305,182,2.151113681,272,16,190
182,10.1002/asi.21244,10,310,0.172322169,183,2.084034267,321,14,241.5
183,10.1016/0048-7333(83)90005-7,18,98.5,0.172265843,184,2.773358228,91,19,138.5
184,10.1007/s11192-007-0302-6,3,1999.5,0.172189265,185,1.656903359,1052,5,1268.5
185,10.1016/j.ipm.2010.09.005,15,142.5,0.172176212,186,2.702543578,101,15,215
186,10.1002/asi.22857,7,563,0.172060594,187,2.066612101,329,10,428
187,10.1111/j.1467-985X.2011.00689.x,11,268,0.1720386,188,3.05298117,62,12,313
188,10.1016/j.joi.2007.01.001,7,563,0.172015354,189,1.819888638,613,13,273
189,10.1016/j.respol.2011.09.007,23,56,0.171988681,190,3.347515783,44,26,64.5
190,10.1016/j.joi.2015.07.009,2,3319,0.171950832,191,1.520018548,1980,5,1268.5
191,10.1016/j.joi.2011.09.002,15,142.5,0.171931148,192,2.565349668,134,19,138.5
192,10.1007/BF02016664,11,268,0.1719044,193,2.358260866,184,13,273
193,10.1103/PhysRevE.69.026113,12,230.5,0.171894267,194,2.128006142,296,14,241.5
194,10.1007/BF02020910,2,3319,0.171869785,195,1.570031801,1512,5,1268.5
195,10.2307/3033543,10,310,0.171861887,196,2.123433268,300,11,366
196,10.1016/j.joi.2016.02.003,13,199.5,0.17185612,197,2.335520805,192,13,273
197,10.1002/asi.21086,14,168.5,0.171855167,198,2.393609603,173,17,167
198,10.1257/aer.20140850,4,1339.5,0.17179513,199,1.741701867,790,9,507.5
199,10.3354/esep00084,14,168.5,0.171787694,200,2.33060383,195,15,215
200,10.1016/j.joi.2013.01.009,14,168.5,0.171753332,201,2.413197221,167,16,190
201,10.1007/s10734-011-9471-6,8,449,0.171683371,202,2.084916672,320,8,625
202,10.1126/science.122.3159.108,24,50,0.171631798,203,3.18787678,56,25,72.5
203,10.2307/2529310,6,723.5,0.171625137,204,1.825359264,607,7,786
204,10.1016/j.joi.2019.01.010,14,168.5,0.171551615,205,2.258800344,218,17,167
205,10.1002/asi.1097,10,310,0.171394572,206,2.230806004,227,11,366
206,10.1002/asi.23367,9,368,0.171379477,207,2.126216601,299,14,241.5
207,10.1007/s11192-007-1722-z,11,268,0.171364114,208,2.27255007,212,14,241.5
208,10.1002/asi.22845,2,3319,0.171352789,209,1.546417614,1708,5,1268.5
209,10.1002/asi.21625,11,268,0.171337634,210,2.387149786,175,13,273
210,10.1016/j.joi.2010.02.003,17,111.5,0.171329752,211,3.332706382,46,18,152.5
211,10.1371/journal.pone.0062395,14,168.5,0.171282277,212,2.566451727,133,18,152.5
212,10.1038/embor.2013.9,8,449,0.171259493,213,2.223102332,235,9,507.5
213,10.1038/s41586-019-0941-9,17,111.5,0.171224594,214,2.173514387,257,26,64.5
214,10.1088/1742-5468/2007/06/P06010,10,310,0.171148285,215,1.936708247,438,17,167
215,10.1177/030631278001000202,14,168.5,0.171083018,216,2.437896481,164,16,190
216,10.1007/s11192-008-2202-9,2,3319,0.171056286,217,1.922893119,456,2,4105.5
217,10.1007/BF01079398,6,723.5,0.171053603,218,1.97403892,398,10,428
218,10.1007/s11192-013-1117-2,15,142.5,0.170963079,219,2.308880629,198,18,152.5
219,10.1002/asi.21368,11,268,0.170958638,220,2.231451703,225,13,273
220,10.1002/asi.21544,5,955.5,0.170930311,221,1.857012283,548,8,625
221,10.1007/s11192-013-0984-x,7,563,0.170929044,222,2.105215771,310,7,786
222,10.1007/s11192-012-0940-1,5,955.5,0.170767531,223,1.926653737,452,8,625
223,10.1073/pnas.1401992111,14,168.5,0.170569509,224,2.267583447,214,17,167
224,10.1016/j.joi.2007.02.001,10,310,0.170555994,225,2.150093781,273,11,366
225,10.1007/s11192-009-0041-y,18,98.5,0.170545578,226,2.486249812,152,20,122
226,10.1016/j.joi.2008.05.004,6,723.5,0.170514062,227,1.753748528,755,12,313
227,10.1515/jdis-2017-0003,4,1339.5,0.170499593,228,1.806840039,649,7,786
228,10.1016/j.joi.2010.06.004,20,77.5,0.170455545,229,2.600733034,123,23,89
229,10.1007/s11192-012-0738-1,8,449,0.170440078,230,2.228172187,229,9,507.5
230,10.1007/s11192-012-0714-9,8,449,0.170404613,231,1.954595592,417,8,625
231,10.1007/s11192-017-2535-3,6,723.5,0.170371592,232,1.720519732,833,11,366
232,10.1073/pnas.0307752101,14,168.5,0.170371175,233,2.378843528,177,18,152.5
233,10.1016/j.joi.2015.02.008,8,449,0.170216933,234,2.206027623,247,13,273
234,10.1007/s11024-010-9141-3,4,1339.5,0.170139402,235,1.835067351,582,8,625
235,10.1016/j.physa.2011.11.028,3,1999.5,0.170015037,236,1.594600786,1327.5,8,625
236,10.1016/j.joi.2019.06.002,4,1339.5,0.169932365,237,2.135125322,287,5,1268.5
237,10.1007/s11192-011-0375-0,6,723.5,0.169925526,238,2.026306891,360,7,786
238,10.1007/s11192-010-0297-2,6,723.5,0.169845,239,2.360434224,183,7,786
239,10.1007/s11192-010-0284-7,13,199.5,0.169793993,240,2.179084206,254,16,190
240,10.1038/430311a,20,77.5,0.169766411,241,2.974603618,66,23,89
241,10.1556/Scient.67.2006.3.10,18,98.5,0.169763684,242,2.520492569,141,21,108
242,10.1002/asi.23590,5,955.5,0.1697267,243,1.931220844,443,5,1268.5
243,10.1177/030631277800800305,5,955.5,0.169719577,244,1.934502369,441,6,987.5
244,10.1016/j.joi.2009.04.001,22,62,0.169700846,245,3.128247823,58,24,81
245,10.1007/s11192-010-0310-9,8,449,0.16967614,246,1.97256989,402,9,507.5
246,10.1007/s11192-014-1503-4,5,955.5,0.169622034,247,1.907931722,478,7,786
247,10.1002/asi.23027,8,449,0.169446364,248,1.832668165,584,14,241.5
248,10.1007/s11192-014-1279-6,19,86,0.16942516,249,2.632535446,120,22,97.5
249,10.1007/s11192-011-0615-3,8,449,0.169406369,250,2.042520963,346,10,428
250,10.1177/0165551510392316,12,230.5,0.169323221,251,2.375499435,179,12,313
251,10.1016/j.joi.2010.07.002,15,142.5,0.169273898,252,2.482538529,154,16,190
252,10.1016/j.joi.2012.02.001,6,723.5,0.169201896,253,1.743025833,784,8,625
253,10.1016/j.joi.2011.05.007,16,125.5,0.169161618,254,2.167643174,263,23,89
254,10.1007/s11192-007-1892-8,19,86,0.169111982,255,2.796451535,86,24,81
255,10.1016/j.joi.2018.07.005,5,955.5,0.168998852,256,1.57779891,1445,10,428
256,10.1002/asi.20936,16,125.5,0.168940097,257,2.398743906,171,18,152.5
257,10.1002/asi.23044,5,955.5,0.168865725,258,1.725812134,821,11,366
258,10.1002/asi.21448,13,199.5,0.16883868,259,2.503624806,149,14,241.5
259,10.1177/0306312705052359,26,41,0.16880472,260,2.652240637,114,32,37
260,10.1177/030631277900900405,10,310,0.16878815,261,1.899185716,488,14,241.5
261,10.1073/pnas.0307545100,19,86,0.168733895,262,2.672585295,106,20,122
262,10.1016/j.joi.2015.07.002,8,449,0.168627515,263,2.105214836,311,12,313
263,10.1016/j.joi.2014.06.007,3,1999.5,0.16851297,264,1.752978694,757,5,1268.5
264,10.1007/s11192-012-0638-4,7,563,0.168505788,265,1.916730115,466,8,625
265,10.1007/s11192-017-2247-8,10,310,0.168423086,266,1.992637022,384,13,273
266,10.1002/asi.23286,9,368,0.168410003,267,1.943364604,429,13,273
267,10.1016/S0048-7333(97)00013-9,20,77.5,0.168393254,268,2.751781771,95,24,81
268,10.1073/pnas.1323111111,12,230.5,0.168373972,269,2.194182678,250,17,167
269,10.1007/s11192-012-0712-y,11,268,0.168370366,270,1.876105058,520,15,215
270,10.1002/asi.23404,4,1339.5,0.168339089,271,1.718161324,838,6,987.5
271,10.1002/aris.2010.1440440109,18,98.5,0.168338791,272,3.210910911,55,19,138.5
272,10.1002/asi.21688,12,230.5,0.168324798,273,2.366809073,181,16,190
273,10.1002/asi.23334,6,723.5,0.168291256,274,1.940043196,433,8,625
274,10.1016/j.joi.2012.01.008,10,310,0.168279722,275,2.045884091,342,12,313
275,10.1007/s11192-007-1991-6,6,723.5,0.168240011,276,2.133080518,291,8,625
276,10.1073/pnas.0601602103,7,563,0.168223605,277,1.897421014,493,8,625
277,10.1002/asi.21456,6,723.5,0.168163508,278,1.896742512,494,7,786
278,10.1016/j.joi.2015.02.004,12,230.5,0.168138355,279,2.165054711,265,14,241.5
279,10.1177/016555150202800601,11,268,0.16811958,280,2.401201214,169,12,313
280,10.1007/s11192-011-0384-z,1,8726.5,0.168086126,281,1.535035441,1821,3,2518
281,10.1007/s11192-007-1762-4,3,1999.5,0.168065503,282,1.712734878,851,5,1268.5
282,10.1002/asi.20806,20,77.5,0.168043256,283,2.849984779,80,21,108
283,10.1016/j.joi.2011.11.007,7,563,0.167980522,284,2.143652,280,8,625
284,10.1002/(SICI)1097-4571(199009)41:6<433::AID-ASI11>3.0.CO;2-Q,9,368,0.167961583,285,2.005752388,375,12,313
285,10.1016/j.joi.2015.06.005,14,168.5,0.167960241,286,2.341139849,189,15,215
286,10.1007/s11192-015-1801-5,3,1999.5,0.1679506,287,1.769593462,719,3,2518
287,10.1007/s11192-011-0539-y,5,955.5,0.167882532,288,1.918490867,463,5,1268.5
288,10.1002/asi.21171,19,86,0.167855307,289,2.635394048,119,22,97.5
289,10.1002/asi.10242,12,230.5,0.167743325,290,2.133169736,290,13,273
290,10.1002/asi.22746,9,368,0.167724267,291,1.986318023,387,11,366
291,10.1007/s11192-016-2185-x,5,955.5,0.167721227,292,1.662107817,1038,10,428
292,10.1007/s11192-007-1908-4,12,230.5,0.167694271,293,2.506894732,146,16,190
293,10.1002/asi.21059,7,563,0.167693168,294,2.024800366,361,8,625
294,10.1007/s11192-006-0007-2,15,142.5,0.167627707,295,2.352884522,185,16,190
295,10.1002/asi.22911,8,449,0.167609841,296,1.941137155,432,10,428
296,10.1145/1552303.1552304,4,1339.5,0.16760388,297,1.743277711,781,7,786
297,10.1016/j.joi.2012.01.002,13,199.5,0.167564392,298,2.095413147,316,17,167
298,10.1002/asi.23805,1,8726.5,0.167498261,299,1.514500962,2047.5,3,2518
299,10.1142/S0219525907000945,11,268,0.167460889,300,2.023449637,362,15,215
300,10.1016/j.joi.2012.03.005,7,563,0.167431548,301,2.051130189,337,9,507.5
301,10.1002/asi.22792,8,449,0.16733104,302,2.218616792,240,9,507.5
302,10.1126/science.1252743,5,955.5,0.167261317,303,1.755335267,751,9,507.5
303,10.1002/asi.23037,16,125.5,0.167231515,304,2.56748756,132,19,138.5
304,10.1016/j.joi.2015.12.001,10,310,0.167215317,305,1.897475016,492,12,313
305,10.1002/sim.1970,3,1999.5,0.167187795,306,1.688783144,935,5,1268.5
306,10.1002/asi.20677,13,199.5,0.167109162,307,2.298004027,204,16,190
307,10.1007/s11192-014-1524-z,14,168.5,0.167080209,308,2.244304651,221,18,152.5
308,10.1016/j.joi.2016.04.006,12,230.5,0.167075425,309,2.350717426,188,14,241.5
309,10.1016/j.joi.2010.10.003,12,230.5,0.167059854,310,2.504494715,148,12,313
310,10.1038/514550a,6,723.5,0.16705361,311,1.899349731,485,8,625
311,10.1073/pnas.1501444112,6,723.5,0.166992471,312,1.696799256,903,11,366
312,10.1016/j.joi.2012.09.002,3,1999.5,0.166883841,313,1.621129004,1199,7,786
313,10.1016/j.joi.2006.12.002,8,449,0.166874677,314,1.972871943,401,8,625
314,10.1016/j.joi.2014.09.007,9,368,0.166843399,315,1.999323852,380,12,313
315,10.1007/BF02459299,19,86,0.166812092,316,2.60180464,122,20,122
316,10.1145/2133806.2133826,6,723.5,0.166795969,317,1.8626675,539,7,786
317,10.1007/s11192-006-0147-4,14,168.5,0.166757375,318,2.503018421,150,16,190
318,10.1016/j.joi.2009.03.010,16,125.5,0.166739166,319,2.330578582,196,19,138.5
319,10.1002/asi.23329,15,142.5,0.166729778,320,2.089016634,318,16,190
320,10.1016/j.joi.2013.03.003,9,368,0.166646242,321,2.146445445,277,11,366
321,10.1016/j.ipm.2006.03.022,5,955.5,0.166578725,322,1.690639974,925,11,366
322,10.1007/s11192-015-1607-5,1,8726.5,0.166480392,323,1.514500962,2047.5,3,2518
323,10.1007/s11192-011-0392-z,3,1999.5,0.166461751,324,1.702778911,884,7,786
324,10.1007/BF02093973,14,168.5,0.166457996,325,2.246417447,220,16,190
325,10.1016/j.joi.2016.10.006,12,230.5,0.166437492,326,2.134966409,288,13,273
326,10.1002/(SICI)1097-4571(199710)48:10<944::AID-ASI8>3.0.CO;2-1,12,230.5,0.166311681,327,2.304262863,201,14,241.5
327,10.1007/s11192-005-0228-9,10,310,0.166234493,328,2.287701277,206,10,428
328,10.1080/00107510500052444,11,268,0.166202977,329,2.134145028,289,12,313
329,10.1007/s11192-008-2075-y,10,310,0.166146457,330,2.219655155,238,14,241.5
330,10.1007/s11192-015-1608-4,6,723.5,0.166127697,331,1.882770697,508,8,625
331,10.1007/s11192-011-0570-z,6,723.5,0.166039884,332,1.830796157,589,7,786
332,10.1177/0042098013506047,5,955.5,0.166012749,333,1.62829974,1166,9,507.5
